PATCH_SIZE = 32  # <<< MUDE AQUI para 64, 128 etc.

# --------------------------
# Parâmetros do HOG 
# --------------------------
HOG_PARAMS = {
    "orientations": 9,
    "pixels_per_cell": (8, 8),
    "cells_per_block": (3, 3),
    "block_norm": "L2-Hys",
}

# --------------------------
# Parâmetros dos algoritmos 
# Esses parâmetros podem ser alterados
# --------------------------
GWO_PARAMS = {
    "search_radius": 12.0,
    "iters": 3,
    "pop_size": 15,
}

PSO_PARAMS = {
    "search_radius": 12.0,
    "iters": 3,
    "pop_size": 15,
    "wMin": 0.4,
    "wMax": 0.9,
    "c1": 2.05,   
    "c2": 2.05,  
}

FFA_PARAMS = {
    "search_radius": 12.0,
    "iters": 3,
    "pop_size": 15,
    "gamma": 1.0,
    "alpha": 0.5,
    "betamin": 1.0,
}

###############################
## GWO: 3 execuções para reprodutibilidade
###############################


>>> GWO - Execução 1/3
[GWO] Frame 1: inicialização com GT, IoU=1.000, ErroCentro=0.00
[GWO] Frame   1 | IoU=1.000 | ErroCentro=0.00 | Custo=0.0000 | Tempo=0.0000 s
[GWO] Frame  27 | IoU=0.715 | ErroCentro=4.27 | Custo=3.9689 | Tempo=0.0130 s
[GWO] Frame  28 | IoU=0.638 | ErroCentro=5.41 | Custo=4.0121 | Tempo=0.0131 s
[GWO] Frame  29 | IoU=0.584 | ErroCentro=6.52 | Custo=4.0667 | Tempo=0.0130 s
[GWO] Frame  30 | IoU=0.782 | ErroCentro=3.16 | Custo=4.0098 | Tempo=0.0132 s
[GWO] Frame  31 | IoU=0.715 | ErroCentro=4.27 | Custo=3.8530 | Tempo=0.0140 s
[GWO] Frame  32 | IoU=0.858 | ErroCentro=1.80 | Custo=3.9828 | Tempo=0.0132 s
[GWO] Frame  33 | IoU=0.713 | ErroCentro=4.61 | Custo=3.9940 | Tempo=0.0141 s
[GWO] Frame  34 | IoU=0.677 | ErroCentro=4.61 | Custo=3.9782 | Tempo=0.0140 s
[GWO] Frame  35 | IoU=0.291 | ErroCentro=16.01 | Custo=4.3750 | Tempo=0.0152 s
[GWO] Frame  36 | IoU=0.675 | ErroCentro=4.92 | Custo=3.9103 | Tempo=0.0322 s
[GWO] Frame  37 | IoU=0.675 | ErroCentro=4.92 | Custo=4.0662 | Tempo=0.0131 s
[GWO] Frame  38 | IoU=0.609 | ErroCentro=7.07 | Custo=4.2892 | Tempo=0.0180 s
[GWO] Frame  39 | IoU=0.736 | ErroCentro=4.12 | Custo=4.3317 | Tempo=0.0072 s
[GWO] Frame  40 | IoU=0.585 | ErroCentro=6.40 | Custo=4.2918 | Tempo=0.0135 s
[GWO] Frame  41 | IoU=0.694 | ErroCentro=4.74 | Custo=4.2033 | Tempo=0.0130 s
[GWO] Frame  42 | IoU=0.617 | ErroCentro=6.04 | Custo=4.2748 | Tempo=0.0130 s
[GWO] Frame  43 | IoU=0.832 | ErroCentro=2.24 | Custo=4.0593 | Tempo=0.0073 s
[GWO] Frame  44 | IoU=0.425 | ErroCentro=10.40 | Custo=4.1379 | Tempo=0.0131 s
[GWO] Frame  45 | IoU=0.761 | ErroCentro=3.20 | Custo=4.0092 | Tempo=0.0130 s
[GWO] Frame  46 | IoU=0.782 | ErroCentro=3.16 | Custo=3.9813 | Tempo=0.0512 s
[GWO] Frame  47 | IoU=0.463 | ErroCentro=9.43 | Custo=4.0147 | Tempo=0.0141 s
[GWO] Frame  48 | IoU=0.759 | ErroCentro=3.64 | Custo=3.9851 | Tempo=0.0139 s
[GWO] Frame  49 | IoU=0.476 | ErroCentro=9.18 | Custo=3.9543 | Tempo=0.0134 s
[GWO] Frame  50 | IoU=0.568 | ErroCentro=6.80 | Custo=3.7573 | Tempo=0.0130 s
[GWO] Frame  51 | IoU=0.504 | ErroCentro=8.50 | Custo=3.5918 | Tempo=0.0130 s
[GWO] Frame  52 | IoU=0.414 | ErroCentro=10.70 | Custo=3.6071 | Tempo=0.0130 s
[GWO] Frame  53 | IoU=0.536 | ErroCentro=7.50 | Custo=3.5314 | Tempo=0.0150 s
[GWO] Frame  54 | IoU=0.673 | ErroCentro=5.22 | Custo=3.8310 | Tempo=0.0367 s
[GWO] Frame  55 | IoU=0.552 | ErroCentro=7.11 | Custo=3.6688 | Tempo=0.0140 s
[GWO] Frame  56 | IoU=0.507 | ErroCentro=8.14 | Custo=3.6291 | Tempo=0.0229 s
[GWO] Frame  57 | IoU=0.535 | ErroCentro=7.63 | Custo=3.2810 | Tempo=0.0079 s
[GWO] Frame  58 | IoU=0.759 | ErroCentro=3.64 | Custo=3.7335 | Tempo=0.0130 s
[GWO] Frame  59 | IoU=0.488 | ErroCentro=8.94 | Custo=3.5049 | Tempo=0.0130 s
[GWO] Frame  60 | IoU=0.521 | ErroCentro=7.91 | Custo=3.3035 | Tempo=0.0140 s

===== RESUMO SIMPLES GWO =====
IoU médio        : 0.730 ± 0.166
Erro centro médio: 4.31 px
FPS médio        : 66.08 frames/s


>>> GWO - Execução 2/3
[GWO] Frame 1: inicialização com GT, IoU=1.000, ErroCentro=0.00
[GWO] Frame   1 | IoU=1.000 | ErroCentro=0.00 | Custo=0.0000 | Tempo=0.0000 s
[GWO] Frame   2 | IoU=0.858 | ErroCentro=1.80 | Custo=0.5956 | Tempo=0.0391 s
[GWO] Frame   3 | IoU=0.940 | ErroCentro=0.71 | Custo=0.6541 | Tempo=0.0140 s
[GWO] Frame   4 | IoU=0.940 | ErroCentro=0.71 | Custo=0.5939 | Tempo=0.0141 s
[GWO] Frame   5 | IoU=0.969 | ErroCentro=0.50 | Custo=0.5783 | Tempo=0.0140 s
[GWO] Frame   6 | IoU=0.939 | ErroCentro=1.00 | Custo=0.7719 | Tempo=0.0145 s
[GWO] Frame   7 | IoU=0.939 | ErroCentro=1.00 | Custo=0.6451 | Tempo=0.0133 s
[GWO] Frame   8 | IoU=0.969 | ErroCentro=0.50 | Custo=0.5694 | Tempo=0.0510 s
[GWO] Frame   9 | IoU=0.911 | ErroCentro=1.12 | Custo=1.3271 | Tempo=0.0140 s
[GWO] Frame  10 | IoU=0.910 | ErroCentro=1.50 | Custo=1.6415 | Tempo=0.0271 s
[GWO] Frame  11 | IoU=0.969 | ErroCentro=0.50 | Custo=1.5845 | Tempo=0.0342 s
[GWO] Frame  12 | IoU=0.969 | ErroCentro=0.50 | Custo=1.8383 | Tempo=0.0150 s
[GWO] Frame  13 | IoU=0.969 | ErroCentro=0.50 | Custo=1.7718 | Tempo=0.0134 s
[GWO] Frame  14 | IoU=0.940 | ErroCentro=0.71 | Custo=1.6512 | Tempo=0.0127 s
[GWO] Frame  15 | IoU=0.832 | ErroCentro=2.24 | Custo=2.0067 | Tempo=0.0140 s
[GWO] Frame  16 | IoU=0.884 | ErroCentro=1.41 | Custo=2.0079 | Tempo=0.0191 s
[GWO] Frame  17 | IoU=0.910 | ErroCentro=1.50 | Custo=1.8557 | Tempo=0.0135 s
[GWO] Frame  18 | IoU=0.715 | ErroCentro=4.27 | Custo=3.5131 | Tempo=0.0144 s
[GWO] Frame  19 | IoU=0.884 | ErroCentro=1.58 | Custo=3.0541 | Tempo=0.0140 s
[GWO] Frame  20 | IoU=0.829 | ErroCentro=3.00 | Custo=3.4223 | Tempo=0.0151 s
[GWO] Frame  21 | IoU=0.673 | ErroCentro=5.22 | Custo=3.9136 | Tempo=0.0143 s
[GWO] Frame  22 | IoU=0.939 | ErroCentro=1.00 | Custo=3.6176 | Tempo=0.0161 s
[GWO] Frame  23 | IoU=0.348 | ErroCentro=12.75 | Custo=3.6057 | Tempo=0.0161 s
[GWO] Frame  24 | IoU=0.248 | ErroCentro=16.80 | Custo=3.4622 | Tempo=0.0170 s
[GWO] Frame  25 | IoU=0.256 | ErroCentro=16.40 | Custo=3.5355 | Tempo=0.0172 s
[GWO] Frame  26 | IoU=0.255 | ErroCentro=16.51 | Custo=3.8010 | Tempo=0.0175 s
[GWO] Frame  27 | IoU=0.294 | ErroCentro=15.01 | Custo=4.2194 | Tempo=0.0150 s
[GWO] Frame  28 | IoU=0.602 | ErroCentro=6.10 | Custo=4.2664 | Tempo=0.0186 s
[GWO] Frame  29 | IoU=0.656 | ErroCentro=5.15 | Custo=4.0624 | Tempo=0.0165 s
[GWO] Frame  30 | IoU=0.654 | ErroCentro=5.39 | Custo=3.9389 | Tempo=0.0209 s
[GWO] Frame  31 | IoU=0.715 | ErroCentro=4.27 | Custo=3.8530 | Tempo=0.0194 s
[GWO] Frame  32 | IoU=0.759 | ErroCentro=3.64 | Custo=3.9077 | Tempo=0.0216 s
[GWO] Frame  33 | IoU=0.807 | ErroCentro=2.69 | Custo=4.0340 | Tempo=0.0187 s
[GWO] Frame  34 | IoU=0.677 | ErroCentro=4.61 | Custo=3.9782 | Tempo=0.0141 s
[GWO] Frame  35 | IoU=0.560 | ErroCentro=7.76 | Custo=4.3017 | Tempo=0.0203 s
[GWO] Frame  36 | IoU=0.638 | ErroCentro=5.41 | Custo=4.0498 | Tempo=0.0139 s
[GWO] Frame  37 | IoU=0.675 | ErroCentro=4.92 | Custo=4.0926 | Tempo=0.0153 s
[GWO] Frame  38 | IoU=0.695 | ErroCentro=4.47 | Custo=4.0971 | Tempo=0.0140 s
[GWO] Frame  39 | IoU=0.691 | ErroCentro=5.10 | Custo=4.2883 | Tempo=0.0130 s
[GWO] Frame  40 | IoU=0.585 | ErroCentro=6.40 | Custo=4.2918 | Tempo=0.0130 s
[GWO] Frame  41 | IoU=0.656 | ErroCentro=5.15 | Custo=4.2475 | Tempo=0.0131 s
[GWO] Frame  42 | IoU=0.784 | ErroCentro=2.92 | Custo=4.2489 | Tempo=0.0130 s
[GWO] Frame  43 | IoU=0.364 | ErroCentro=12.53 | Custo=4.0175 | Tempo=0.0140 s
[GWO] Frame  44 | IoU=0.969 | ErroCentro=0.50 | Custo=3.9830 | Tempo=0.0157 s
[GWO] Frame  45 | IoU=0.759 | ErroCentro=3.64 | Custo=4.0752 | Tempo=0.0130 s
[GWO] Frame  46 | IoU=0.438 | ErroCentro=10.00 | Custo=3.9819 | Tempo=0.0130 s
[GWO] Frame  47 | IoU=0.778 | ErroCentro=4.00 | Custo=4.1249 | Tempo=0.0141 s
[GWO] Frame  48 | IoU=0.634 | ErroCentro=5.85 | Custo=3.9997 | Tempo=0.0145 s
[GWO] Frame  49 | IoU=0.471 | ErroCentro=9.66 | Custo=4.1674 | Tempo=0.0197 s
[GWO] Frame  50 | IoU=0.565 | ErroCentro=7.16 | Custo=3.8649 | Tempo=0.0109 s
[GWO] Frame  51 | IoU=0.535 | ErroCentro=7.63 | Custo=3.6161 | Tempo=0.0152 s
[GWO] Frame  52 | IoU=0.464 | ErroCentro=9.30 | Custo=3.5519 | Tempo=0.0131 s
[GWO] Frame  53 | IoU=0.569 | ErroCentro=6.73 | Custo=3.6006 | Tempo=0.0133 s
[GWO] Frame  54 | IoU=0.476 | ErroCentro=9.18 | Custo=3.7380 | Tempo=0.0133 s
[GWO] Frame  55 | IoU=0.585 | ErroCentro=6.36 | Custo=3.6020 | Tempo=0.0132 s
[GWO] Frame  56 | IoU=0.507 | ErroCentro=8.14 | Custo=3.6291 | Tempo=0.0131 s
[GWO] Frame  57 | IoU=0.473 | ErroCentro=9.39 | Custo=3.5698 | Tempo=0.0218 s
[GWO] Frame  58 | IoU=0.675 | ErroCentro=4.92 | Custo=3.6610 | Tempo=0.0130 s
[GWO] Frame  59 | IoU=0.519 | ErroCentro=8.06 | Custo=3.4523 | Tempo=0.0130 s
[GWO] Frame  60 | IoU=0.552 | ErroCentro=7.11 | Custo=3.3305 | Tempo=0.0130 s

===== RESUMO SIMPLES GWO =====
IoU médio        : 0.696 ± 0.211
Erro centro médio: 5.21 px
FPS médio        : 61.12 frames/s


>>> GWO - Execução 3/3
[GWO] Frame 1: inicialização com GT, IoU=1.000, ErroCentro=0.00
[GWO] Frame   1 | IoU=1.000 | ErroCentro=0.00 | Custo=0.0000 | Tempo=0.0000 s
[GWO] Frame   2 | IoU=0.911 | ErroCentro=1.12 | Custo=0.5393 | Tempo=0.0130 s
[GWO] Frame   3 | IoU=0.940 | ErroCentro=0.71 | Custo=0.6541 | Tempo=0.0130 s
[GWO] Frame   4 | IoU=0.940 | ErroCentro=0.71 | Custo=0.5481 | Tempo=0.0148 s
[GWO] Frame   5 | IoU=0.969 | ErroCentro=0.50 | Custo=0.5783 | Tempo=0.0130 s
[GWO] Frame   6 | IoU=0.884 | ErroCentro=1.41 | Custo=0.6772 | Tempo=0.0121 s
[GWO] Frame   7 | IoU=1.000 | ErroCentro=0.00 | Custo=0.4976 | Tempo=0.0131 s
[GWO] Frame   8 | IoU=0.969 | ErroCentro=0.50 | Custo=0.5109 | Tempo=0.0132 s
[GWO] Frame   9 | IoU=0.969 | ErroCentro=0.50 | Custo=1.3358 | Tempo=0.0132 s
[GWO] Frame  10 | IoU=0.858 | ErroCentro=1.80 | Custo=1.6737 | Tempo=0.0071 s
[GWO] Frame  11 | IoU=0.300 | ErroCentro=14.53 | Custo=3.1532 | Tempo=0.0123 s
[GWO] Frame  12 | IoU=0.759 | ErroCentro=3.64 | Custo=2.5039 | Tempo=0.0080 s
[GWO] Frame  13 | IoU=0.911 | ErroCentro=1.12 | Custo=1.9059 | Tempo=0.0132 s
[GWO] Frame  14 | IoU=0.884 | ErroCentro=1.58 | Custo=1.8698 | Tempo=0.0134 s
[GWO] Frame  15 | IoU=0.884 | ErroCentro=1.41 | Custo=1.9238 | Tempo=0.0141 s
[GWO] Frame  16 | IoU=0.832 | ErroCentro=2.24 | Custo=1.9940 | Tempo=0.0129 s
[GWO] Frame  17 | IoU=0.858 | ErroCentro=1.80 | Custo=1.9049 | Tempo=0.0132 s
[GWO] Frame  18 | IoU=0.911 | ErroCentro=1.12 | Custo=2.5053 | Tempo=0.0136 s
[GWO] Frame  19 | IoU=0.940 | ErroCentro=0.71 | Custo=3.2625 | Tempo=0.0161 s
[GWO] Frame  20 | IoU=0.695 | ErroCentro=4.47 | Custo=3.3670 | Tempo=0.0020 s
[GWO] Frame  21 | IoU=0.807 | ErroCentro=2.69 | Custo=3.7249 | Tempo=0.0146 s
[GWO] Frame  22 | IoU=1.000 | ErroCentro=0.00 | Custo=3.6450 | Tempo=0.0131 s
[GWO] Frame  23 | IoU=0.739 | ErroCentro=3.54 | Custo=3.7812 | Tempo=0.0122 s
[GWO] Frame  24 | IoU=0.911 | ErroCentro=1.12 | Custo=3.7667 | Tempo=0.0133 s
[GWO] Frame  25 | IoU=0.697 | ErroCentro=4.24 | Custo=3.7923 | Tempo=0.0131 s
[GWO] Frame  26 | IoU=0.739 | ErroCentro=3.54 | Custo=3.7761 | Tempo=0.0123 s
[GWO] Frame  27 | IoU=0.858 | ErroCentro=1.80 | Custo=4.2436 | Tempo=0.0147 s
[GWO] Frame  28 | IoU=0.675 | ErroCentro=4.92 | Custo=3.8918 | Tempo=0.0139 s
[GWO] Frame  29 | IoU=0.739 | ErroCentro=3.54 | Custo=4.2020 | Tempo=0.0139 s
[GWO] Frame  30 | IoU=0.522 | ErroCentro=7.81 | Custo=4.0167 | Tempo=0.0218 s
[GWO] Frame  31 | IoU=0.760 | ErroCentro=3.35 | Custo=3.9347 | Tempo=0.0161 s
[GWO] Frame  32 | IoU=0.569 | ErroCentro=6.73 | Custo=4.0841 | Tempo=0.0410 s
[GWO] Frame  33 | IoU=0.602 | ErroCentro=6.10 | Custo=4.2216 | Tempo=0.0363 s
[GWO] Frame  34 | IoU=0.675 | ErroCentro=4.92 | Custo=3.9580 | Tempo=0.0130 s
[GWO] Frame  35 | IoU=0.717 | ErroCentro=3.91 | Custo=4.3443 | Tempo=0.0130 s
[GWO] Frame  36 | IoU=0.596 | ErroCentro=6.80 | Custo=4.0845 | Tempo=0.0131 s
[GWO] Frame  37 | IoU=0.629 | ErroCentro=6.58 | Custo=4.1608 | Tempo=0.0138 s
[GWO] Frame  38 | IoU=0.657 | ErroCentro=5.00 | Custo=4.1910 | Tempo=0.0130 s
[GWO] Frame  39 | IoU=0.691 | ErroCentro=5.10 | Custo=4.2883 | Tempo=0.0163 s
[GWO] Frame  40 | IoU=0.583 | ErroCentro=6.71 | Custo=4.1520 | Tempo=0.0131 s
[GWO] Frame  41 | IoU=0.884 | ErroCentro=1.58 | Custo=4.3029 | Tempo=0.0130 s
[GWO] Frame  42 | IoU=0.552 | ErroCentro=7.11 | Custo=4.4322 | Tempo=0.0149 s
[GWO] Frame  43 | IoU=0.778 | ErroCentro=4.00 | Custo=4.0643 | Tempo=0.0150 s
[GWO] Frame  44 | IoU=0.477 | ErroCentro=9.01 | Custo=3.9930 | Tempo=0.0153 s
[GWO] Frame  45 | IoU=0.717 | ErroCentro=4.03 | Custo=4.0202 | Tempo=0.0139 s
[GWO] Frame  46 | IoU=0.465 | ErroCentro=9.22 | Custo=4.0166 | Tempo=0.0147 s
[GWO] Frame  47 | IoU=0.465 | ErroCentro=9.22 | Custo=3.9392 | Tempo=0.0166 s
[GWO] Frame  48 | IoU=0.396 | ErroCentro=11.63 | Custo=4.0345 | Tempo=0.0140 s
[GWO] Frame  49 | IoU=0.471 | ErroCentro=9.66 | Custo=4.1674 | Tempo=0.0130 s
[GWO] Frame  50 | IoU=0.427 | ErroCentro=10.26 | Custo=3.7039 | Tempo=0.0146 s
[GWO] Frame  51 | IoU=0.504 | ErroCentro=8.50 | Custo=3.5918 | Tempo=0.0165 s
[GWO] Frame  52 | IoU=0.464 | ErroCentro=9.30 | Custo=3.5519 | Tempo=0.0151 s
[GWO] Frame  53 | IoU=0.567 | ErroCentro=6.95 | Custo=3.5344 | Tempo=0.0137 s
[GWO] Frame  54 | IoU=0.505 | ErroCentro=8.32 | Custo=3.6788 | Tempo=0.0149 s
[GWO] Frame  55 | IoU=0.585 | ErroCentro=6.36 | Custo=3.6020 | Tempo=0.0151 s
[GWO] Frame  56 | IoU=0.507 | ErroCentro=8.14 | Custo=3.6291 | Tempo=0.0139 s
[GWO] Frame  57 | IoU=0.535 | ErroCentro=7.63 | Custo=3.2810 | Tempo=0.0155 s
[GWO] Frame  58 | IoU=0.634 | ErroCentro=5.85 | Custo=3.7073 | Tempo=0.0150 s
[GWO] Frame  59 | IoU=0.619 | ErroCentro=5.83 | Custo=3.6522 | Tempo=0.0145 s
[GWO] Frame  60 | IoU=0.620 | ErroCentro=5.70 | Custo=3.3951 | Tempo=0.0121 s

===== RESUMO SIMPLES GWO =====
IoU médio        : 0.712 ± 0.182
Erro centro médio: 4.61 px
FPS médio        : 70.24 frames/s


===== MÉTRICAS AVANÇADAS (GWO) - EXECUÇÃO 1 =====
CLE média       : 4.31 px
CLE mediana     : 3.64 px
CLE p90         : 8.54 px
Nº de falhas (IoU < 0.10): 0
FPS médio       : 72.72
FPS mínimo      : 19.53
FPS desvio-padrão: 19.71
AUC do Success Plot: 0.732

===== MÉTRICAS AVANÇADAS (GWO) - EXECUÇÃO 2 =====
CLE média       : 5.21 px
CLE mediana     : 4.77 px
CLE p90         : 10.25 px
Nº de falhas (IoU < 0.10): 0
FPS médio       : 65.16
FPS mínimo      : 19.61
FPS desvio-padrão: 13.98
AUC do Success Plot: 0.698

===== MÉTRICAS AVANÇADAS (GWO) - EXECUÇÃO 3 =====
CLE média       : 4.61 px
CLE mediana     : 4.14 px
CLE p90         : 9.22 px
Nº de falhas (IoU < 0.10): 0
FPS médio       : 79.43
FPS mínimo      : 24.39
FPS desvio-padrão: 56.12
AUC do Success Plot: 0.713

===== REPRODUTIBILIDADE (GWO) - 3 EXECUÇÕES =====
IoU médio (média ± desvio) : 0.713 ± 0.014
CLE médio (média ± desvio) : 4.71 ± 0.38 px
FPS médio (média ± desvio) : 65.81 ± 3.73 frames/s


###############################
## PSO: 3 execuções para reprodutibilidade
###############################


>>> PSO - Execução 1/3
[PSO] Frame 1: inicialização com GT, IoU=1.000, ErroCentro=0.00
[PSO] Frame   1 | IoU=1.000 | ErroCentro=0.00 | Custo=0.0000 | Tempo=0.0000 s
[PSO] Frame   2 | IoU=0.911 | ErroCentro=1.12 | Custo=0.5393 | Tempo=0.0149 s
[PSO] Frame   3 | IoU=0.940 | ErroCentro=0.71 | Custo=0.5843 | Tempo=0.0130 s
[PSO] Frame   4 | IoU=0.940 | ErroCentro=0.71 | Custo=0.5939 | Tempo=0.0141 s
[PSO] Frame   5 | IoU=0.969 | ErroCentro=0.50 | Custo=0.6964 | Tempo=0.0150 s
[PSO] Frame   6 | IoU=0.884 | ErroCentro=1.41 | Custo=0.6772 | Tempo=0.0140 s
[PSO] Frame   7 | IoU=0.939 | ErroCentro=1.00 | Custo=0.6451 | Tempo=0.0151 s
[PSO] Frame   8 | IoU=0.969 | ErroCentro=0.50 | Custo=0.5109 | Tempo=0.0150 s
[PSO] Frame   9 | IoU=0.969 | ErroCentro=0.50 | Custo=1.3358 | Tempo=0.0135 s
[PSO] Frame  10 | IoU=0.969 | ErroCentro=0.50 | Custo=1.5725 | Tempo=0.0150 s
[PSO] Frame  11 | IoU=0.969 | ErroCentro=0.50 | Custo=1.7354 | Tempo=0.0144 s
[PSO] Frame  12 | IoU=0.969 | ErroCentro=0.50 | Custo=1.8383 | Tempo=0.0173 s
[PSO] Frame  13 | IoU=0.911 | ErroCentro=1.12 | Custo=1.9144 | Tempo=0.0144 s
[PSO] Frame  14 | IoU=0.884 | ErroCentro=1.58 | Custo=1.9200 | Tempo=0.0152 s
[PSO] Frame  15 | IoU=0.832 | ErroCentro=2.24 | Custo=1.9022 | Tempo=0.0174 s
[PSO] Frame  16 | IoU=0.882 | ErroCentro=2.00 | Custo=1.8875 | Tempo=0.0199 s
[PSO] Frame  17 | IoU=0.910 | ErroCentro=1.50 | Custo=1.8557 | Tempo=0.0201 s
[PSO] Frame  18 | IoU=0.129 | ErroCentro=23.58 | Custo=3.5950 | Tempo=0.0159 s
[PSO] Frame  19 | IoU=0.132 | ErroCentro=23.38 | Custo=3.6310 | Tempo=0.0164 s
[PSO] Frame  20 | IoU=0.066 | ErroCentro=28.65 | Custo=3.1442 | Tempo=0.0156 s
[PSO] Frame  21 | IoU=0.061 | ErroCentro=28.85 | Custo=3.0622 | Tempo=0.0167 s
[PSO] Frame  22 | IoU=0.076 | ErroCentro=27.78 | Custo=3.2950 | Tempo=0.0160 s
[PSO] Frame  23 | IoU=0.094 | ErroCentro=26.24 | Custo=3.3795 | Tempo=0.0175 s
[PSO] Frame  24 | IoU=0.064 | ErroCentro=28.62 | Custo=3.2241 | Tempo=0.0141 s
[PSO] Frame  25 | IoU=0.052 | ErroCentro=30.02 | Custo=3.5376 | Tempo=0.0140 s
[PSO] Frame  26 | IoU=0.059 | ErroCentro=29.33 | Custo=3.3573 | Tempo=0.0149 s
[PSO] Frame  27 | IoU=0.056 | ErroCentro=29.95 | Custo=3.6324 | Tempo=0.0169 s
[PSO] Frame  28 | IoU=0.046 | ErroCentro=31.21 | Custo=3.5694 | Tempo=0.0140 s
[PSO] Frame  29 | IoU=0.055 | ErroCentro=29.84 | Custo=3.6429 | Tempo=0.0133 s
[PSO] Frame  30 | IoU=0.058 | ErroCentro=30.00 | Custo=3.3649 | Tempo=0.0130 s
[PSO] Frame  31 | IoU=0.127 | ErroCentro=23.75 | Custo=4.0417 | Tempo=0.0159 s
[PSO] Frame  32 | IoU=0.137 | ErroCentro=23.07 | Custo=4.1042 | Tempo=0.0147 s
[PSO] Frame  33 | IoU=0.062 | ErroCentro=29.60 | Custo=3.8523 | Tempo=0.0155 s
[PSO] Frame  34 | IoU=0.000 | ErroCentro=41.33 | Custo=3.5972 | Tempo=0.0150 s
[PSO] Frame  35 | IoU=0.000 | ErroCentro=45.51 | Custo=3.5255 | Tempo=0.0130 s
[PSO] Frame  36 | IoU=0.000 | ErroCentro=43.83 | Custo=3.5386 | Tempo=0.0155 s
[PSO] Frame  37 | IoU=0.000 | ErroCentro=46.91 | Custo=3.7743 | Tempo=0.0152 s
